"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Gujarat","Kachchh","2023-04-13","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-04-14","2023","04","0.0533821127","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-04-16","2023","04","0.1112499313","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-04-15","2023","04","0.0379434611","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-04-17","2023","04","0.3155463561","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-04-19","2023","04","1.0541483394","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-04-18","2023","04","0.1820978975","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-04-20","2023","04","0.8046311272","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-04-21","2023","04","0.1299443316","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-04-22","2023","04","0.1294426484","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-04-23","2023","04","0.0481996241","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-04-24","2023","04","0.4040957153","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-04-25","2023","04","0.5316465294","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-04-26","2023","04","0.5344389691","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-04-27","2023","04","0.1049550723","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-01","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-02","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-03","2023","04","0.00487084","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-04","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-05","2023","04","1.50867E-5","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-06","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-07","2023","04","0.147241769","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-09","2023","04","0.0046606472","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-11","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-12","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-13","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-14","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-16","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-15","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-17","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-19","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-18","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-20","2023","04","0.0003759875","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-21","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-22","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-23","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-24","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-25","2023","04","5.11407E-5","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-26","2023","04","4.691E-7","NRSC VIC MODEL"
"Gujarat","Kheda","2023-04-27","2023","04","0.004915931","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-01","2023","04","0.0007116782","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-02","2023","04","0.0013958687","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-03","2023","04","0.0011873358","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-04","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-05","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-06","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-07","2023","04","0.0422047508","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-09","2023","04","5.2605E-6","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-11","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-12","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-13","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-14","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-15","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-16","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-17","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-19","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-18","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-20","2023","04","0.1297949475","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-21","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-22","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-23","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-24","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-25","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-26","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahesana","2023-04-27","2023","04","0.9454235853","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-01","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-02","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-03","2023","04","0.0043293308","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-04","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-05","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-06","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-07","2023","04","0.1329478429","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-09","2023","04","0.0034840302","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-11","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-12","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-13","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-14","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-15","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-16","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-17","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-19","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-18","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-20","2023","04","0.0012643081","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-21","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-22","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-23","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-24","2023","04","3.91114E-5","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-25","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-26","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Mahisagar","2023-04-27","2023","04","0.0010140179","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-01","2023","04","0.0243140391","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-02","2023","04","0.0213629802","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-03","2023","04","0.7062142621","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-04","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-05","2023","04","1.99039E-5","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-06","2023","04","1.99039E-5","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-07","2023","04","0.1098540449","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-09","2023","04","0.0753317743","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-11","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-12","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-13","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-14","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-16","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-15","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-17","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-19","2023","04","0.0434613434","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-18","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-20","2023","04","0.0095600855","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-21","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-22","2023","04","0.1245591514","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-23","2023","04","0.0065400788","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-24","2023","04","0.001669918","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-25","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-26","2023","04","0.0153745497","NRSC VIC MODEL"
"Gujarat","Morbi","2023-04-27","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-01","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-02","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-03","2023","04","0.3816226364","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-04","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-05","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-06","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-07","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-09","2023","04","0.0148150761","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-11","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-12","2023","04","0.0121035034","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-13","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-14","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-16","2023","04","0.0003595053","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-15","2023","04","0.0010001924","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-17","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-18","2023","04","0.0018261873","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-19","2023","04","1.36313418","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-20","2023","04","0.1442354502","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-21","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-22","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-23","2023","04","0.8417092768","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-24","2023","04","0.0002537685","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-25","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-26","2023","04","2.74795E-5","NRSC VIC MODEL"
"Gujarat","Narmada","2023-04-27","2023","04","0.0001776579","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-01","2023","04","0.0273734526","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-02","2023","04","0.0054580665","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-03","2023","04","0.0061897993","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-04","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-05","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-06","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-07","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-09","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-11","2023","04","0.0101967647","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-12","2023","04","0.0061109102","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-13","2023","04","0.002038531","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-14","2023","04","0.0008081775","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-16","2023","04","5.49907E-5","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-15","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-17","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-18","2023","04","0.0003121451","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-19","2023","04","3.3498777221","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-20","2023","04","0.1286343544","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-21","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-22","2023","04","0.0016689263","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-23","2023","04","0.0010998135","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-24","2023","04","5.41005E-5","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-25","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-26","2023","04","0.5559934291","NRSC VIC MODEL"
"Gujarat","Navsari","2023-04-27","2023","04","0.0001573193","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-01","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-02","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-03","2023","04","0.0058878984","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-04","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-05","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-06","2023","04","0.000111613","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-07","2023","04","0.0434140466","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-09","2023","04","0.0003358772","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-11","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-12","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-13","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-14","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-16","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-15","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-17","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-19","2023","04","0.0091788547","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-18","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-20","2023","04","0.0001495814","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-21","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-22","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-23","2023","04","0.0002597951","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-24","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-25","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-26","2023","04","0.0001972231","NRSC VIC MODEL"
"Gujarat","Panch Mahals","2023-04-27","2023","04","0.0018185076","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-01","2023","04","0.3476542085","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-02","2023","04","0.3077639658","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-03","2023","04","0.0101521299","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-04","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-05","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-06","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-07","2023","04","0.0011510139","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-09","2023","04","0.0008709325","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-11","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-12","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-13","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-14","2023","04","0.0008744076","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-15","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-16","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-17","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-19","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-18","2023","04","6.5959E-6","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-20","2023","04","0.0601654576","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-21","2023","04","3.15226E-5","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-22","2023","04","0.0011881551","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-23","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-24","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-25","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-26","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Patan","2023-04-27","2023","04","0.1433084598","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-01","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-02","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-03","2023","04","0.566400351","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-04","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-05","2023","04","0.0017606943","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-06","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-07","2023","04","0.5331741199","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-09","2023","04","0.0092271513","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-11","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-12","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-13","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-14","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-16","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-15","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-17","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-18","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-19","2023","04","2.49162E-5","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-20","2023","04","1.28216E-5","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-21","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-22","2023","04","0.1122866655","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-23","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-24","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-25","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-26","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Porbandar","2023-04-27","2023","04","0.002613115","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-01","2023","04","1.685E-7","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-02","2023","04","1.685E-7","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-03","2023","04","1.1414698441","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-04","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-05","2023","04","0.432852751","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-06","2023","04","0.4333116935","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-07","2023","04","0.850751385","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-09","2023","04","0.1024511636","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-11","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-12","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-13","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-14","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-16","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-15","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-17","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-18","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-19","2023","04","0.0001914095","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-20","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-21","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-22","2023","04","4.8210813036","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-23","2023","04","0.0573816954","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-24","2023","04","4.825E-6","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-25","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-26","2023","04","9.06117E-5","NRSC VIC MODEL"
"Gujarat","Rajkot","2023-04-27","2023","04","2.877E-7","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-01","2023","04","0.0079266735","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-02","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-03","2023","04","0.001695249","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-04","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-05","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-06","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-07","2023","04","0.1029767781","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-09","2023","04","0.0007145966","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-11","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-12","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-13","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-14","2023","04","0.0001209183","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-15","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-16","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-17","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-19","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-18","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-20","2023","04","0.1278177421","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-21","2023","04","5.03743E-5","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-22","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-23","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-24","2023","04","2.67466E-5","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-25","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-26","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2023-04-27","2023","04","0.4570421249","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-01","2023","04","0.0004411783","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-02","2023","04","0.0004795664","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-03","2023","04","0.0085125527","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-04","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-05","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-06","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-07","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-09","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-11","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-12","2023","04","8.10703E-5","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-13","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-14","2023","04","4.00759E-5","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-16","2023","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2023-04-15","2023","04","0.0002240602","NRSC VIC MODEL"
